###	N.B.: File summary located at bottom of TSV file.					Suggested command to download: 			cut -f 1 ./4DNESEWHOTAN_raw_files_2022-08-01-15h-42m.tsv | tail -n +3 | grep -v ^# | xargs -n 1 curl -O -L --user <access_key_id>:<access_key_secret>
File Download URL	Experiment Set Accession	Experiment Accession	File Accession	Size (MB)	md5sum	File Type	File Format	Bio Rep No	Tech Rep No	Biosource Type	Organism	Related File Relationship	Related File	Paired End	Set Status	File Status	Publication	Experiment Type	Replicate Info	Assay Details	Biosource	Dataset	Condition	In Experiment As	Project	Generating Lab	Experimental Lab	Contributing Lab	Notes	Open Data URL
https://data.4dnucleome.org/files-fastq/4DNFI1715I65/@@download/4DNFI1715I65.fastq.gz	4DNESEWHOTAN	4DNEX6XMZ23B	4DNFI1715I65	107.15	7d46269c52a7322aca4d3f089332bfd6	reads	fastq	1	1	immortalized cell line	human	paired with	4DNFIHSQY7RX	2	released	released	Correspondence: steveh@fhcrc.org	CUT&RUN	Biorep 1, Techrep 1	H3K27ac	K562 (Tier 2)	H3K27ac - K562	ab4729	raw file	4DN	Steve Henikoff, FREDHUTCH	Steve Henikoff, FREDHUTCH	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/files/f25c3f8d-7a7c-446f-883c-5469712e1a62/4DNFI1715I65.fastq.gz
https://data.4dnucleome.org/files-fastq/4DNFI6NUF2KM/@@download/4DNFI6NUF2KM.fastq.gz	4DNESEWHOTAN	4DNEX6XMZ23B	4DNFI6NUF2KM	1.37	71b63604438297cfa011b3c7dba8467f	reads	fastq	1	1	immortalized cell line	human	paired with	4DNFIOPDV3J9	1	released	released	Correspondence: steveh@fhcrc.org	CUT&RUN	Biorep 1, Techrep 1	H3K27ac	K562 (Tier 2)	H3K27ac - K562	ab4729	raw file	4DN	Steve Henikoff, FREDHUTCH	Steve Henikoff, FREDHUTCH	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/files/eeaf3b7c-d02a-486d-b9df-ad0aac44fccd/4DNFI6NUF2KM.fastq.gz
https://data.4dnucleome.org/files-fastq/4DNFIFBXPPPE/@@download/4DNFIFBXPPPE.fastq.gz	4DNESEWHOTAN	4DNEX6XMZ23B	4DNFIFBXPPPE	104.42	9c0389f675e5ba463366876273d257fc	reads	fastq	1	1	immortalized cell line	human	paired with	4DNFIYI9J5M7	1	released	released	Correspondence: steveh@fhcrc.org	CUT&RUN	Biorep 1, Techrep 1	H3K27ac	K562 (Tier 2)	H3K27ac - K562	ab4729	raw file	4DN	Steve Henikoff, FREDHUTCH	Steve Henikoff, FREDHUTCH	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/files/d49517b4-663e-4203-831a-66de6354153f/4DNFIFBXPPPE.fastq.gz
https://data.4dnucleome.org/files-fastq/4DNFIHSQY7RX/@@download/4DNFIHSQY7RX.fastq.gz	4DNESEWHOTAN	4DNEX6XMZ23B	4DNFIHSQY7RX	104.32	403878fcc4342984557ed6636075793a	reads	fastq	1	1	immortalized cell line	human	paired with	4DNFI1715I65	1	released	released	Correspondence: steveh@fhcrc.org	CUT&RUN	Biorep 1, Techrep 1	H3K27ac	K562 (Tier 2)	H3K27ac - K562	ab4729	raw file	4DN	Steve Henikoff, FREDHUTCH	Steve Henikoff, FREDHUTCH	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/files/97ce934a-33b3-4476-a076-0fbd117a977b/4DNFIHSQY7RX.fastq.gz
https://data.4dnucleome.org/files-fastq/4DNFIOPDV3J9/@@download/4DNFIOPDV3J9.fastq.gz	4DNESEWHOTAN	4DNEX6XMZ23B	4DNFIOPDV3J9	1.39	940ae3d22372c14206bd197b8712758a	reads	fastq	1	1	immortalized cell line	human	paired with	4DNFI6NUF2KM	2	released	released	Correspondence: steveh@fhcrc.org	CUT&RUN	Biorep 1, Techrep 1	H3K27ac	K562 (Tier 2)	H3K27ac - K562	ab4729	raw file	4DN	Steve Henikoff, FREDHUTCH	Steve Henikoff, FREDHUTCH	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/files/da58a94f-3b35-4bdf-851d-a531699b27ab/4DNFIOPDV3J9.fastq.gz
https://data.4dnucleome.org/files-fastq/4DNFIS8SBCO4/@@download/4DNFIS8SBCO4.fastq.gz	4DNESEWHOTAN	4DNEX6XMZ23B	4DNFIS8SBCO4	107.47	4371872eb8068f294938e9818fd483d2	reads	fastq	1	1	immortalized cell line	human	paired with	4DNFIZKLUUOI	2	released	released	Correspondence: steveh@fhcrc.org	CUT&RUN	Biorep 1, Techrep 1	H3K27ac	K562 (Tier 2)	H3K27ac - K562	ab4729	raw file	4DN	Steve Henikoff, FREDHUTCH	Steve Henikoff, FREDHUTCH	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/files/b0e6de7f-a729-4f0e-9dc0-55fb1a90abfe/4DNFIS8SBCO4.fastq.gz
https://data.4dnucleome.org/files-fastq/4DNFIYI9J5M7/@@download/4DNFIYI9J5M7.fastq.gz	4DNESEWHOTAN	4DNEX6XMZ23B	4DNFIYI9J5M7	107.07	4c080393c9ae86d8b3bcaf86ffef31fa	reads	fastq	1	1	immortalized cell line	human	paired with	4DNFIFBXPPPE	2	released	released	Correspondence: steveh@fhcrc.org	CUT&RUN	Biorep 1, Techrep 1	H3K27ac	K562 (Tier 2)	H3K27ac - K562	ab4729	raw file	4DN	Steve Henikoff, FREDHUTCH	Steve Henikoff, FREDHUTCH	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/files/6b77354e-18bd-42e0-89eb-16a51a5ee1d8/4DNFIYI9J5M7.fastq.gz
https://data.4dnucleome.org/files-fastq/4DNFIZKLUUOI/@@download/4DNFIZKLUUOI.fastq.gz	4DNESEWHOTAN	4DNEX6XMZ23B	4DNFIZKLUUOI	104.55	2621dce3e5873b240a1cfe4e4c47cc11	reads	fastq	1	1	immortalized cell line	human	paired with	4DNFIS8SBCO4	1	released	released	Correspondence: steveh@fhcrc.org	CUT&RUN	Biorep 1, Techrep 1	H3K27ac	K562 (Tier 2)	H3K27ac - K562	ab4729	raw file	4DN	Steve Henikoff, FREDHUTCH	Steve Henikoff, FREDHUTCH	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/files/5b6b54f5-e901-4752-9c85-1f4b6b452751/4DNFIZKLUUOI.fastq.gz
https://data.4dnucleome.org/files-fastq/4DNFICPNV7YF/@@download/4DNFICPNV7YF.fastq.gz	4DNESEWHOTAN	4DNEX2RCT13G	4DNFICPNV7YF	88.17	505b40bb33294dc731569e6abc18f622	reads	fastq	2	1	immortalized cell line	human	paired with	4DNFIQO56OD5	2	released	released	Correspondence: steveh@fhcrc.org	CUT&RUN	Biorep 2, Techrep 1	H3K27ac	K562 (Tier 2)	H3K27ac - K562	ab4729	raw file	4DN	Steve Henikoff, FREDHUTCH	Steve Henikoff, FREDHUTCH	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/files/dabb47b2-65fb-4177-8a96-9e7d7da4e783/4DNFICPNV7YF.fastq.gz
https://data.4dnucleome.org/files-fastq/4DNFIJRFL3LT/@@download/4DNFIJRFL3LT.fastq.gz	4DNESEWHOTAN	4DNEX2RCT13G	4DNFIJRFL3LT	103.35	f9727204a30d9dc6a94bca2f7f7db9f1	reads	fastq	2	1	immortalized cell line	human	paired with	4DNFIMG3GWTE	2	released	released	Correspondence: steveh@fhcrc.org	CUT&RUN	Biorep 2, Techrep 1	H3K27ac	K562 (Tier 2)	H3K27ac - K562	ab4729	raw file	4DN	Steve Henikoff, FREDHUTCH	Steve Henikoff, FREDHUTCH	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/files/4ac8fbf4-e456-4d07-b210-698aad7053cb/4DNFIJRFL3LT.fastq.gz
https://data.4dnucleome.org/files-fastq/4DNFIMG3GWTE/@@download/4DNFIMG3GWTE.fastq.gz	4DNESEWHOTAN	4DNEX2RCT13G	4DNFIMG3GWTE	102.62	b81396c5ed3c9542e7276e9616606101	reads	fastq	2	1	immortalized cell line	human	paired with	4DNFIJRFL3LT	1	released	released	Correspondence: steveh@fhcrc.org	CUT&RUN	Biorep 2, Techrep 1	H3K27ac	K562 (Tier 2)	H3K27ac - K562	ab4729	raw file	4DN	Steve Henikoff, FREDHUTCH	Steve Henikoff, FREDHUTCH	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/files/633d363a-8494-4e46-8d5b-d02dc079aa29/4DNFIMG3GWTE.fastq.gz
